Time,w1,w2,PE
28.18,-0.4488891,-0.3783686,-111.8962
28.2,-0.4479837,-0.3775164,-110.14
28.22,-0.4466121,-0.3761582,-108.1269
28.24,-0.4446947,-0.374254,-105.8674
28.26,-0.4423245,-0.3718106,-103.3737
28.28,-0.4394482,-0.3688878,-100.6597
28.3,-0.4361193,-0.3654923,-97.74043
28.32,-0.4323909,-0.3616107,-94.6319
28.34,-0.4282363,-0.3572964,-91.35094
28.36,-0.4236823,-0.3525626,-87.9151
28.38,-0.4187821,-0.3474227,-84.34228
28.4,-0.413509,-0.3419166,-80.65048
28.42,-0.4079164,-0.336071,-76.85788
28.44,-0.4020042,-0.3298658,-72.98234
28.46,-0.3958123,-0.3233411,-69.04163
28.48,-0.3893408,-0.3165167,-65.05295
28.5,-0.3826164,-0.3094327,-61.03304
28.52,-0.3756788,-0.302089,-56.99775
28.54,-0.3685282,-0.2945123,-52.96217
28.56,-0.3611779,-0.2867226,-48.94066
28.58,-0.3536545,-0.2787597,-44.94659
28.6,-0.3460112,-0.2706105,-40.99241
28.62,-0.3382215,-0.2623214,-37.08928
28.64,-0.3302986,-0.2539258,-33.24766
28.66,-0.3222958,-0.2453837,-29.47685
28.68,-0.3141731,-0.2367351,-25.78534
28.7,-0.3059839,-0.2279799,-22.18102
28.72,-0.2977414,-0.2191648,-18.67037
28.74,-0.2894457,-0.2102832,-15.25917
28.76,-0.2810833,-0.2013416,-11.95224
28.78,-0.2726811,-0.1923601,-8.754025
28.8,-0.2642655,-0.1833387,-5.668027
28.82,-0.2558632,-0.1743106,-2.697093
28.84,-0.2474609,-0.1652625,0.156814
28.86,-0.2390454,-0.1562077,2.892259
28.88,-0.2306165,-0.1471663,5.507803
28.9,-0.2221875,-0.1381515,8.002897
28.92,-0.213772,-0.1290967,10.37716
28.94,-0.2053963,-0.1200686,12.63027
28.96,-0.1969807,-0.1110338,14.76285
28.98,-0.1886583,-0.1019924,16.77488
29.02,-0.1720136,-0.08405603,20.44111
29.04,-0.1637178,-0.07513443,22.09736
29.06,-0.1554487,-0.0662195,23.63718
29.08,-0.1472196,-0.05735118,25.06157
29.1,-0.1390037,-0.04853611,26.37194
29.12,-0.1308278,-0.039761,27.5697
29.14,-0.1226652,-0.03099254,28.6561
29.16,-0.1145293,-0.02224405,29.6322
29.18,-0.1063933,-0.01355549,30.4991
29.2,-0.09829728,-0.004860269,31.25788
29.22,-0.09021459,0.003781689,31.90949
29.24,-0.08210526,0.01241699,32.45486
29.26,-0.07402257,0.02102566,32.89448
29.28,-0.06593987,0.02963433,33.22923
29.3,-0.05793707,0.03821636,33.45912
29.32,-0.04986769,0.04676511,33.58532
29.34,-0.04179832,0.0553072,33.60763
29.36,-0.03376888,0.06383597,33.52618
29.38,-0.02569951,0.07237141,33.34121
29.4,-0.01761681,0.08087355,33.05233
29.42,-0.009560749,0.08937569,32.65922
29.44,-0.001478054,0.09788449,32.16168
29.46,0.006591324,0.1063667,31.55917
29.48,0.01468733,0.1148488,30.85134
29.5,0.02280998,0.1233443,30.03725
29.52,0.03095925,0.1318331,29.1161
29.54,0.03913515,0.1403286,28.08699
29.56,0.04729774,0.1488041,26.94893
29.58,0.05547365,0.1572996,25.70115
29.6,0.06371614,0.1657818,24.34275
29.62,0.0719453,0.1742839,22.87247
29.64,0.08021442,0.182826,21.28953
29.66,0.08848353,0.1913282,19.59245
29.68,0.09677928,0.1998103,17.7809
29.7,0.105075,0.2083058,15.85425
29.72,0.1133974,0.216808,13.81179
29.74,0.1216931,0.2253034,11.65294
29.76,0.1300288,0.2337856,9.377918
29.78,0.1383379,0.2422478,6.986299
29.8,0.146647,0.2506967,4.47886
29.82,0.1549693,0.2591456,1.856174
29.84,0.1632784,0.2675412,-0.8811833
29.86,0.1715608,0.2758902,-3.73133
29.88,0.1798166,0.2841926,-6.692264
29.9,0.1880192,0.2924351,-9.761556
29.92,0.1961551,0.3006176,-12.93588
29.94,0.2042378,0.3087603,-16.21152
29.96,0.2122673,0.3167963,-19.58421
29.98,0.2202168,0.3247126,-23.04897
30.02,0.2357963,0.3402721,-30.22976
30.04,0.2434262,0.3478554,-33.9318
30.06,0.2508964,0.3552857,-37.69757
30.08,0.2582334,0.3625495,-41.51768
30.1,0.2653707,0.3696335,-45.38237
30.12,0.2723216,0.3765644,-49.2803
30.14,0.2790993,0.3832355,-53.20023
30.16,0.285624,0.3896804,-57.12937
30.18,0.2919224,0.3959056,-61.05431
30.2,0.2979411,0.4018444,-64.96124
30.22,0.3037069,0.4074903,-68.83524
30.24,0.3091797,0.4128433,-72.6612
30.26,0.3143196,0.4178833,-76.4235
30.28,0.3191133,0.4225638,-80.10609
30.3,0.3235475,0.4269047,-83.69257
30.32,0.3275955,0.4308529,-87.16673
30.34,0.3312173,0.4343949,-90.51226
30.36,0.3344398,0.4375374,-93.71306
30.38,0.3372228,0.4402206,-96.75381
30.4,0.3396063,0.4424576,-99.61945
30.42,0.3414572,0.4442686,-102.2961
30.44,0.3428687,0.4455735,-104.7705
30.46,0.3437875,0.4464191,-107.0309
30.48,0.344187,0.446732,-109.0665
30.5,0.3440671,0.4465322,-110.8682
30.52,0.343388,0.4458265,-112.4284
30.54,0.3422162,0.4445815,-113.7412
30.56,0.3405251,0.4428304,-114.8027
30.58,0.3383147,0.4405335,-115.6109
30.6,0.3355184,0.4377238,-116.1655
30.62,0.3322027,0.4343816,-116.4684
30.64,0.3283678,0.43054,-116.5233
30.66,0.3239869,0.4261524,-116.3358
30.68,0.3190733,0.4212655,-115.9132
30.7,0.3136671,0.4158792,-115.2649
30.72,0.3077416,0.4099937,-114.4015
30.74,0.3013234,0.4036753,-113.3352
30.76,0.2944524,0.3968709,-112.0795
30.78,0.2870888,0.3895939,-110.6493
30.8,0.279299,0.3818907,-109.06
30.82,0.2710566,0.3738013,-107.3281
30.84,0.2624146,0.3652992,-105.4707
30.86,0.2533731,0.3563842,-103.505
30.88,0.2439722,0.3471431,-101.4491
30.9,0.2341585,0.3375357,-99.32015
30.92,0.2240384,0.3276154,-97.1363
30.94,0.2136122,0.3173889,-94.91461
30.96,0.2029063,0.3068827,-92.67213
30.98,0.1918808,0.2961302,-90.42511
31.02,0.1690841,0.2739461,-85.98031
31.04,0.1573529,0.2625278,-83.81186
31.06,0.1453687,0.2508897,-81.69798
31.08,0.1332246,0.2391053,-79.65132
31.1,0.1209075,0.2271743,-77.68382
31.12,0.1084173,0.2151102,-75.80604
31.14,0.09579391,0.2028796,-74.0284
31.16,0.083064,0.1905692,-72.36008
31.18,0.0701743,0.1781455,-70.8093
31.2,0.0572047,0.165642,-69.38345
31.22,0.04415521,0.1530719,-68.08948
31.24,0.03098588,0.1404418,-66.93282
31.26,0.0177766,0.1277186,-65.91869
31.28,0.004527374,0.1150153,-65.05173
31.3,-0.008761801,0.1023053,-64.33512
31.32,-0.02209092,0.08955546,-63.77124
31.34,-0.03543336,0.07679226,-63.36284
31.36,-0.04880243,0.06401574,-63.11119
31.38,-0.0621715,0.05126585,-63.01738
31.4,-0.07551394,0.03856257,-63.08174
31.42,-0.08884306,0.02586595,-63.30344
31.44,-0.1021322,0.0132226,-63.68177
31.46,-0.1153948,0.0006058692,-64.21475
31.48,-0.1286174,-0.01193762,-64.90036
31.5,-0.1417601,-0.0243879,-65.73555
31.52,-0.1547962,-0.03673831,-66.71667
31.54,-0.1677658,-0.0490288,-67.83857
31.56,-0.1806289,-0.06123273,-69.09702
31.58,-0.1933721,-0.07334346,-70.48608
31.6,-0.2059955,-0.0852944,-71.99928
31.62,-0.2184857,-0.09709886,-73.62894
31.64,-0.2308295,-0.1087369,-75.36711
31.66,-0.2430001,-0.1202284,-77.20488
31.68,-0.2549844,-0.1315801,-79.13248
31.7,-0.2667822,-0.1426922,-81.13955
31.72,-0.2783403,-0.1536444,-83.2145
31.74,-0.289672,-0.164317,-85.34541
31.76,-0.3007641,-0.17475,-87.51897
31.78,-0.3115632,-0.1849432,-89.72157
31.8,-0.3220827,-0.1948635,-91.93899
31.82,-0.3322693,-0.2044842,-94.15637
31.84,-0.3421496,-0.2137919,-96.35784
31.86,-0.3516704,-0.2227535,-98.52776
31.88,-0.3608317,-0.2313888,-100.6497
31.9,-0.3695935,-0.2396512,-102.7073
31.92,-0.3779825,-0.2475209,-104.6839
31.94,-0.385932,-0.2550043,-106.5631
31.96,-0.3934554,-0.2620684,-108.3287
31.98,-0.4005128,-0.2687196,-109.9649
32.02,-0.4132694,-0.2807371,-112.7888
32.04,-0.4189153,-0.2860302,-113.9484
32.06,-0.4240418,-0.2908505,-114.9226
32.08,-0.4286891,-0.2951914,-115.6999
32.1,-0.4327903,-0.2990597,-116.2702
32.12,-0.4363856,-0.3024352,-116.6251
32.14,-0.4394216,-0.3052915,-116.7573
32.16,-0.441925,-0.3076217,-116.6613
32.18,-0.4438824,-0.309486,-116.3338
32.2,-0.4453205,-0.3108375,-115.7725
32.22,-0.446186,-0.3117097,-114.9774
32.24,-0.4465456,-0.3120626,-113.9499
32.26,-0.4463591,-0.3119294,-112.6936
32.28,-0.4456401,-0.3113102,-111.2132
32.3,-0.4444284,-0.3102183,-109.5155
32.32,-0.4427106,-0.3086804,-107.6084
32.34,-0.4404869,-0.306683,-105.5013
32.36,-0.4377971,-0.3042462,-103.205
32.38,-0.4346146,-0.3014033,-100.7311
32.4,-0.431006,-0.2981409,-98.09245
32.42,-0.4269447,-0.294479,-95.30229
32.44,-0.4224706,-0.2904444,-92.37485
32.46,-0.417597,-0.2860701,-89.32473
32.48,-0.4123506,-0.281323,-86.16666
32.5,-0.4067047,-0.2762897,-82.9157
32.52,-0.4007125,-0.2709567,-79.58686
32.54,-0.3944009,-0.2653308,-76.19496
32.56,-0.3877696,-0.2594518,-72.75474
32.58,-0.3808454,-0.2533332,-69.28035
32.6,-0.3736548,-0.2469816,-65.78556
32.62,-0.366198,-0.2403969,-62.28366
32.64,-0.3585148,-0.2336458,-58.78746
32.66,-0.3506052,-0.2267149,-55.30875
32.68,-0.3424825,-0.2196176,-51.85891
32.7,-0.3341468,-0.2124071,-48.44854
32.72,-0.3256247,-0.2050301,-45.08736
32.74,-0.3169561,-0.1975666,-41.78493
32.76,-0.3081544,-0.1899899,-38.54906
32.78,-0.2991928,-0.18232,-35.38732
32.8,-0.2900848,-0.1745835,-32.30679
32.82,-0.2808703,-0.1667605,-29.31363
32.84,-0.2715492,-0.1588909,-26.41348
32.86,-0.2621483,-0.150948,-23.61087
32.88,-0.2526874,-0.1429785,-20.91039
32.9,-0.2431533,-0.1349956,-18.3154
32.92,-0.2335526,-0.1269729,-15.8287
32.94,-0.2238853,-0.1189501,-13.45318
32.96,-0.2141714,-0.1109207,-11.19104
32.98,-0.2044109,-0.1028713,-9.043899
33.02,-0.1847635,-0.08678576,-5.100555
33.04,-0.1749031,-0.07875633,-3.306325
33.06,-0.1650294,-0.07072025,-1.630974
33.08,-0.1551158,-0.06272411,-0.07502449
33.1,-0.1451955,-0.05470133,1.361245
33.12,-0.1352553,-0.04667856,2.677788
33.14,-0.1252884,-0.03868242,3.8744
33.16,-0.1153282,-0.03069959,4.951204
33.18,-0.1053547,-0.02275671,5.908346
33.2,-0.09535449,-0.01480052,6.746626
33.22,-0.08538095,-0.006877614,7.465426
33.24,-0.07539409,0.001045291,8.065626
33.26,-0.06540058,0.008961538,8.547199
33.28,-0.05540707,0.01686447,8.910344
33.3,-0.0454069,0.0247674,9.15534
33.32,-0.03543336,0.03261707,9.282027
33.34,-0.02543985,0.04048671,9.291104
33.36,-0.01544634,0.04833638,9.182267
33.38,-0.005486112,0.05617939,8.955544
33.4,0.004494085,0.06404237,8.611043
33.42,0.01446097,0.07189204,8.148706
33.44,0.02442785,0.07973505,7.56814
33.46,0.03440138,0.08759803,6.869362
33.48,0.04436161,0.09546767,6.052132
33.5,0.05430852,0.1033373,5.115942
33.52,0.06428205,0.1111936,4.060963
33.54,0.07418235,0.1190633,2.886658
33.56,0.08410263,0.1269063,1.59363
33.58,0.09396964,0.1347959,0.1815648
33.6,0.1038566,0.1426656,-1.349438
33.62,0.1136904,0.1505086,-2.999125
33.64,0.1234642,0.1583715,-4.766952
33.66,0.1332313,0.1661879,-6.652028
33.68,0.1429518,0.1739976,-8.653796
33.7,0.1526258,0.181794,-10.77085
33.72,0.1622398,0.1895705,-13.00173
33.74,0.1718072,0.1973269,-15.34489
33.76,0.1812947,0.2050634,-17.79813
33.78,0.190709,0.2127267,-20.3589
33.8,0.2000434,0.22035,-23.02395
33.82,0.2092779,0.2279533,-25.78984
33.84,0.2183992,0.2354767,-28.65248
33.86,0.2274273,0.2429269,-31.60727
33.88,0.2363089,0.2502905,-34.64905
33.9,0.2450708,0.2575743,-37.77153
33.92,0.2536794,0.2647582,-40.96852
33.94,0.262095,0.2718155,-44.23272
33.96,0.2703508,0.2787531,-47.55576
33.98,0.2784069,0.2855442,-50.92931
34.02,0.2938532,0.2986403,-57.7887
34.04,0.3012168,0.3049186,-61.25368
34.06,0.3083541,0.3109973,-64.72697
34.08,0.3151985,0.3168629,-68.19669
34.1,0.3217365,0.3224955,-71.65015
34.12,0.3279816,0.3278618,-75.07401
34.14,0.3338938,0.3329617,-78.45457
34.16,0.3394732,0.3377821,-81.77783
34.18,0.3446397,0.3423028,-85.02997
34.2,0.3494334,0.3464972,-88.19607
34.22,0.3538276,0.3503522,-91.26197
34.24,0.3578223,0.3538676,-94.21341
34.26,0.3613777,0.3569968,-97.03668
34.28,0.3644935,0.3597531,-99.71802
34.3,0.3671567,0.3621367,-102.2446
34.32,0.3693538,0.3640874,-104.6042
34.34,0.3710449,0.3656054,-106.7855
34.36,0.3722434,0.3666973,-108.778
34.38,0.3729624,0.3673564,-110.5725
34.4,0.3731355,0.3675562,-112.161
34.42,0.372776,0.3672965,-113.5369
34.44,0.3719238,0.3665575,-114.6952
34.46,0.3705256,0.3653524,-115.632
34.48,0.3685948,0.3636547,-116.3457
34.5,0.3661447,0.3615375,-116.8357
34.52,0.363162,0.3589076,-117.1035
34.54,0.3596866,0.3558183,-117.1519
34.56,0.3556652,0.3522364,-116.9856
34.58,0.3511511,0.3482283,-116.6107
34.6,0.3460911,0.3437542,-116.0348
34.62,0.3405517,0.3388407,-115.2669
34.64,0.3345064,0.333521,-114.3173
34.66,0.3280083,0.3277885,-113.1975
34.68,0.321084,0.3216633,-111.9197
34.7,0.3136671,0.3151918,-110.4973
34.72,0.3057975,0.3083075,-108.9442
34.74,0.2975284,0.3010171,-107.2749
34.76,0.2888465,0.2934005,-105.5049
34.78,0.2798184,0.2854776,-103.6492
34.8,0.2703907,0.2772084,-101.723
34.82,0.2606036,0.2686464,-99.74208
34.84,0.2505236,0.2597914,-97.72174
34.86,0.2401506,0.25069,-95.67677
34.88,0.2294713,0.2413423,-93.62181
34.9,0.2184991,0.2317816,-91.57096
34.92,0.2073138,0.2220144,-89.53796
34.94,0.1958489,0.2120076,-87.53589
34.96,0.1841443,0.2018543,-85.57708
34.98,0.1722799,0.1915279,-83.67342
35.02,0.1479519,0.1704157,-80.07422
35.04,0.1355815,0.1596965,-78.39854
35.06,0.1230647,0.1488374,-76.81714
35.08,0.1103614,0.1379052,-75.338
35.1,0.09757823,0.1268663,-73.96845
35.12,0.08471516,0.1157543,-72.71517
35.14,0.07175888,0.1045757,-71.58325
35.16,0.05874934,0.09337709,-70.57835
35.18,0.04567321,0.08210526,-69.70419
35.2,0.03254383,0.07078683,-68.96471
35.22,0.0193745,0.05946839,-68.36306
35.24,0.006165218,0.04812998,-67.90157
35.26,-0.007057377,0.03677826,-67.58203
35.28,-0.02026666,0.0254798,-67.40567
35.3,-0.03348925,0.0141547,-67.37262
35.32,-0.04665858,0.002836267,-67.48347
35.34,-0.0598146,-0.008462194,-67.73698
35.36,-0.07291736,-0.01969408,-68.13277
35.38,-0.08599348,-0.03089267,-68.66841
35.4,-0.0989897,-0.04205132,-69.34185
35.42,-0.1119194,-0.0531567,-70.15019
35.44,-0.1247425,-0.06418218,-71.08987
35.46,-0.1374724,-0.07510781,-72.15656
35.48,-0.1500691,-0.08593355,-73.34537
35.5,-0.162546,-0.09667941,-74.65049
35.52,-0.1748898,-0.1072655,-76.06614
35.54,-0.1870738,-0.1177583,-77.5849
35.56,-0.1991113,-0.128118,-79.19968
35.58,-0.210949,-0.1382847,-80.90228
35.6,-0.2225737,-0.1483048,-82.6833
35.62,-0.2339853,-0.1581651,-84.53316
35.64,-0.2451706,-0.1678191,-86.44173
35.66,-0.2561162,-0.1772667,-88.39799
35.68,-0.2667689,-0.1865078,-90.39011
35.7,-0.2771818,-0.1955093,-92.40585
35.72,-0.2872885,-0.2042578,-94.43286
35.74,-0.297089,-0.2127133,-96.45764
35.76,-0.3065565,-0.2209225,-98.46664
35.78,-0.3156645,-0.2288055,-100.4458
35.8,-0.3243997,-0.2363955,-102.3808
35.82,-0.3327354,-0.2436593,-104.2576
35.84,-0.3406982,-0.2505502,-106.0614
35.86,-0.348235,-0.2570949,-107.7782
35.88,-0.3553722,-0.2632668,-109.3941
35.9,-0.3620301,-0.2690592,-110.8953
35.92,-0.3682486,-0.2744521,-112.2687
35.94,-0.3739877,-0.2794588,-113.5018
35.96,-0.3792342,-0.2840395,-114.5829
35.98,-0.3839746,-0.2881807,-115.5011
36.02,-0.3920706,-0.2951581,-116.8109
36.04,-0.395333,-0.2979811,-117.1864
36.06,-0.398076,-0.3003447,-117.3671
36.08,-0.4002998,-0.3022621,-117.348
36.1,-0.4020042,-0.3037136,-117.1261
36.12,-0.403176,-0.3046989,-116.6994
36.14,-0.4038551,-0.3052316,-116.0678
36.16,-0.4040016,-0.3053248,-115.2322
36.18,-0.4036154,-0.3049786,-114.1955
36.2,-0.4027099,-0.3041397,-112.9615
36.22,-0.4013384,-0.3029079,-111.536
36.24,-0.3994875,-0.3012568,-109.9256
36.26,-0.3971439,-0.2991729,-108.1379
36.28,-0.3943076,-0.2967161,-106.1822
36.3,-0.391032,-0.2938532,-104.0683
36.32,-0.3873035,-0.2906441,-101.807
36.34,-0.3831224,-0.2870488,-99.40987
36.36,-0.3785284,-0.2831073,-96.88907
36.38,-0.3735217,-0.2788596,-94.25713
36.4,-0.3681288,-0.2742723,-91.52695
36.42,-0.3623764,-0.2693987,-88.71175
36.44,-0.3562644,-0.2642189,-85.82452
36.46,-0.3498195,-0.258786,-82.87862
36.48,-0.3430817,-0.2530802,-79.8869
36.5,-0.3360244,-0.2471547,-76.86218
36.52,-0.3286607,-0.2410228,-73.81685
36.54,-0.3209842,-0.2346778,-70.76313
36.56,-0.3130679,-0.2281131,-67.71263
36.58,-0.304912,-0.2213753,-64.67673
36.6,-0.2965364,-0.2145176,-61.66609
36.62,-0.2879343,-0.2075135,-58.69009
36.64,-0.2791459,-0.2003563,-55.7585
36.66,-0.2701511,-0.1930725,-52.87986
36.68,-0.2610164,-0.1856956,-50.06275
36.7,-0.2517486,-0.1782188,-47.31408
36.72,-0.2422944,-0.170682,-44.6408
36.74,-0.2327337,-0.1630654,-42.04914
36.76,-0.2230264,-0.1553688,-39.5447
36.78,-0.213206,-0.1475991,-37.13287
36.8,-0.2033124,-0.1397827,-34.81828
36.82,-0.1932856,-0.1319263,-32.60476
36.84,-0.1831989,-0.1240234,-30.49615
36.86,-0.1730456,-0.1160872,-28.49574
36.88,-0.1628523,-0.1081443,-26.60616
36.9,-0.1525392,-0.1001682,-24.82955
36.92,-0.1421662,-0.09217201,-23.16835
36.94,-0.1318265,-0.08417587,-21.62442
36.96,-0.1214135,-0.07613978,-20.1987
36.98,-0.1109806,-0.06811035,-18.89281
37.02,-0.08996824,-0.05209143,-16.64393
37.04,-0.0794421,-0.04405535,-15.70256
37.06,-0.06890264,-0.03602592,-14.88394
37.08,-0.05832989,-0.02801646,-14.18854
37.1,-0.0477638,-0.01996039,-13.61664
37.12,-0.03720436,-0.01193762,-13.16869
37.14,-0.02662496,-0.003928163,-12.84475
37.16,-0.01605221,0.004067979,-12.6445
37.18,-0.005472797,0.0120508,-12.56837
37.2,0.005099954,0.02004029,-12.61606
37.22,0.01565273,0.02803643,-12.78758
37.24,0.02621217,0.03599928,-13.08287
37.26,0.03674497,0.04398211,-13.50153
37.28,0.04726445,0.05194496,-14.04369
37.3,0.05774399,0.05990116,-14.70872
37.32,0.06822354,0.06786401,-15.49635
37.34,0.07862984,0.07580689,-16.40599
37.36,0.08902948,0.0837431,-17.4369
37.38,0.09935588,0.09164604,-18.58858
37.4,0.109649,0.09952899,-19.85957
37.42,0.1199022,0.1073986,-21.24911
37.44,0.1301154,0.115235,-22.75574
37.46,0.140262,0.1230447,-24.37795
37.48,0.1503354,0.1308145,-26.11421
37.5,0.1603023,0.1385709,-27.96201
37.52,0.170196,0.1462741,-29.9191
37.54,0.1800031,0.153944,-31.98245
37.56,0.1896903,0.161574,-34.14945
37.58,0.1992777,0.1691307,-36.41622
37.6,0.2087719,0.1766142,-38.77874
37.62,0.2181196,0.1840244,-41.23278
37.64,0.2273341,0.1913481,-43.77328
37.66,0.2364221,0.198572,-46.39473
37.68,0.2452971,0.2057026,-49.09134
37.7,0.2540256,0.2127267,-51.85619
37.72,0.2625611,0.2196309,-54.68227
37.74,0.2708901,0.2263754,-57.56199
37.76,0.2790061,0.2329867,-60.48692
37.78,0.286889,0.2394249,-63.44803
37.8,0.2945456,0.2457632,-66.43594
37.82,0.3019292,0.2518618,-69.44121
37.84,0.3090532,0.2577674,-72.453
37.86,0.3158576,0.2634332,-75.46031
37.88,0.3223757,0.2688728,-78.45151
37.9,0.3285808,0.2740726,-81.415
37.92,0.3344797,0.2790194,-84.3389
37.94,0.3399925,0.2836866,-87.21101
37.96,0.345159,0.2880475,-90.01869
37.98,0.3499261,0.2921288,-92.74975
38.02,0.3582618,0.2992994,-97.93238
38.04,0.3618437,0.302362,-100.3601
38.06,0.3649862,0.3050784,-102.6632
38.08,0.3676893,0.3073954,-104.831
38.1,0.3699264,0.3093595,-106.8531
38.12,0.3716841,0.3109108,-108.72
38.14,0.3729624,0.3120692,-110.4231
38.16,0.373748,0.3128149,-111.9546
38.18,0.374041,0.3131545,-113.308
38.2,0.3738546,0.3130479,-114.478
38.22,0.3731755,0.3125419,-115.4603
38.24,0.371977,0.3115765,-116.2521
38.26,0.3702726,0.3101984,-116.8518
38.28,0.3680888,0.3083674,-117.2594
38.3,0.365399,0.3061437,-117.4758
38.32,0.3622166,0.3034472,-117.5038
38.34,0.3585414,0.300338,-117.3472
38.36,0.3544002,0.296816,-117.011
38.38,0.349753,0.2928678,-116.5017
38.4,0.3446264,0.2885069,-115.827
38.42,0.3390204,0.2837864,-114.9954
38.44,0.3329751,0.2786532,-114.0165
38.46,0.3265036,0.2731338,-112.9007
38.48,0.3196193,0.2672549,-111.6593
38.5,0.3122956,0.2610764,-110.3041
38.52,0.3045991,0.254505,-108.8475
38.54,0.2964897,0.2476407,-107.3021
38.56,0.2880209,0.2404369,-105.681
38.58,0.2791925,0.2329267,-103.9974
38.6,0.2700445,0.2251636,-102.2645
38.62,0.260577,0.2171209,-100.4955
38.64,0.2508032,0.2088384,-98.70325
38.66,0.2407631,0.200303,-96.90029
38.68,0.2304433,0.1915412,-95.09931
38.7,0.2198706,0.1825397,-93.3121
38.72,0.2090715,0.1733785,-91.55038
38.74,0.198006,0.1640574,-89.82516
38.76,0.1867542,0.1545233,-88.14671
38.78,0.1753292,0.144856,-86.52511
38.8,0.1637312,0.1350489,-84.96945
38.82,0.1519733,0.125122,-83.48842
38.84,0.140069,0.1150885,-82.08998
38.86,0.1280448,0.1049685,-80.7813
38.88,0.1158875,0.09474196,-79.56882
38.9,0.1036369,0.08444218,-78.45891
38.92,0.09130649,0.07406251,-77.45676
38.94,0.07886952,0.06362958,-76.56699
38.96,0.06635267,0.05317001,-75.79394
38.98,0.05380917,0.04265053,-75.14114
39.02,0.02862898,0.02155829,-74.20646
39.04,0.01601891,0.0109922,-73.92893
39.06,0.003408846,0.0004194479,-73.77921
39.08,-0.00917459,-0.01018659,-73.75814
39.1,-0.02177134,-0.02073271,-73.86581
39.12,-0.03431483,-0.03126551,-74.10133
39.14,-0.04683169,-0.04179166,-74.46384
39.16,-0.05932192,-0.0522712,-74.95174
39.18,-0.07173225,-0.0626775,-75.56286
39.2,-0.08403605,-0.07303054,-76.29425
39.22,-0.09625996,-0.08330368,-77.14201
39.24,-0.1083907,-0.09351025,-78.10249
39.26,-0.1204148,-0.1036236,-79.17105
39.28,-0.1322792,-0.1136105,-80.34258
39.3,-0.1440371,-0.1234974,-81.61075
39.32,-0.1556085,-0.1332513,-82.96952
39.34,-0.1670068,-0.1428986,-84.4115
39.36,-0.1782454,-0.1523728,-85.92923
39.38,-0.1892575,-0.1617005,-87.51415
39.4,-0.20007,-0.1708484,-89.15759
39.42,-0.210656,-0.17981,-90.84987
39.44,-0.2209758,-0.1885984,-92.58115
39.46,-0.2310692,-0.1971472,-94.34078
39.48,-0.2408829,-0.2054695,-96.11779
39.5,-0.2503904,-0.2135389,-97.90067
39.52,-0.2595916,-0.221342,-99.67751
39.54,-0.2684866,-0.2289187,-101.4361
39.56,-0.2770087,-0.2362091,-103.1643
39.58,-0.285158,-0.2431932,-104.8495
39.6,-0.2929877,-0.2498445,-106.4789
39.62,-0.3004046,-0.2561761,-108.0403
39.64,-0.3074487,-0.2622015,-109.5211
39.66,-0.3140799,-0.2678741,-110.9092
39.68,-0.3202851,-0.2731605,-112.193
39.7,-0.3260508,-0.2780806,-113.3611
39.72,-0.3314038,-0.282608,-114.4028
39.74,-0.336304,-0.2867625,-115.3081
39.76,-0.3407515,-0.2905043,-116.0678
39.78,-0.3446797,-0.2938665,-116.6737
39.8,-0.3481551,-0.296816,-117.1185
39.82,-0.3511644,-0.299346,-117.3957
39.84,-0.3536944,-0.3014432,-117.5005
39.86,-0.3556918,-0.303121,-117.4289
39.88,-0.3572098,-0.3043927,-117.1782
39.9,-0.3582484,-0.3052316,-116.747
39.92,-0.358821,-0.3056444,-116.1351
39.94,-0.358861,-0.3056244,-115.3438
39.96,-0.3584482,-0.3052116,-114.3755
39.98,-0.3575693,-0.3043661,-113.2336
40.02,-0.3543869,-0.3015231,-110.4497
40.04,-0.3520966,-0.2995257,-108.8203
40.06,-0.3493668,-0.2971422,-107.0428
40.08,-0.3462376,-0.2943792,-105.1258
40.1,-0.3426556,-0.29125,-103.0786
40.12,-0.3386609,-0.2878145,-100.9115
40.14,-0.33428,-0.2840528,-98.63492
40.16,-0.3295262,-0.2799914,-96.25977
40.18,-0.3243997,-0.2756039,-93.79725
40.2,-0.3188869,-0.2709234,-91.2589
40.22,-0.3130546,-0.2659899,-88.65656
40.24,-0.3069027,-0.2607834,-86.00167
40.26,-0.3004312,-0.2553439,-83.30569
40.28,-0.2936601,-0.249658,-80.58011
40.3,-0.2866028,-0.2437725,-77.83624
40.32,-0.279299,-0.2377005,-75.0845
40.34,-0.271749,-0.2314154,-72.33563
40.36,-0.2639526,-0.2249639,-69.5994
40.38,-0.2559165,-0.2183526,-66.88571
40.4,-0.247694,-0.2115815,-64.2037
40.42,-0.2392784,-0.2046706,-61.56178
40.44,-0.230683,-0.1976598,-58.96838
40.46,-0.2219212,-0.1905159,-56.43062
40.48,-0.2129863,-0.1832654,-53.95577
40.5,-0.2039316,-0.1759418,-51.55053
40.52,-0.194757,-0.1685115,-49.22043
40.54,-0.1854492,-0.1610214,-46.97137
40.56,-0.1760017,-0.153478,-44.80792
40.58,-0.1664742,-0.1458347,-42.73489
40.6,-0.1568602,-0.1381781,-40.75644
40.62,-0.147113,-0.1304683,-38.87605
40.64,-0.1373193,-0.1227185,-37.09729
40.66,-0.1274722,-0.1149487,-35.42274
40.68,-0.1175386,-0.107119,-33.85501
40.7,-0.1075717,-0.09925602,-32.39651
