Time,w1,w2,PE
58.7,-0.1601359,-0.2101634,-88.73199
58.72,-0.1556085,-0.2051433,-87.0706
58.74,-0.1509213,-0.1999701,-85.41416
58.76,-0.1460611,-0.1945706,-83.76785
58.78,-0.1410543,-0.1889846,-82.13728
58.8,-0.1359011,-0.1832721,-80.52763
58.82,-0.1306147,-0.1773932,-78.94379
58.84,-0.1251819,-0.1713611,-77.3905
58.86,-0.1196691,-0.1651693,-75.87254
58.88,-0.1139966,-0.1588576,-74.39417
58.9,-0.1082442,-0.1524127,-72.95982
58.92,-0.1023852,-0.1458746,-71.5733
58.94,-0.09644638,-0.1391968,-70.2383
58.96,-0.09041432,-0.132439,-68.95844
58.98,-0.08430237,-0.1255947,-67.7369
59.02,-0.07191867,-0.1116197,-65.48073
59.04,-0.06564692,-0.1045024,-64.45147
59.06,-0.05928197,-0.09733854,-63.49142
59.08,-0.05287706,-0.09008808,-62.60284
59.1,-0.04643222,-0.082811,-61.78785
59.12,-0.03994742,-0.07548065,-61.04796
59.14,-0.03343599,-0.06811035,-60.38495
59.16,-0.02691124,-0.0607001,-59.80001
59.18,-0.02033324,-0.05323659,-59.29436
59.2,-0.01376854,-0.04576642,-58.86928
59.22,-0.007163904,-0.03826963,-58.5254
59.24,-0.0005592639,-0.03075285,-58.26349
59.26,0.006018744,-0.02325606,-58.08401
59.28,0.0126367,-0.01573263,-57.98703
59.3,0.01924134,-0.008235826,-57.97301
59.32,0.02584598,-0.0007456851,-58.04175
59.34,0.03241067,0.006751114,-58.1931
59.36,0.03896205,0.01422794,-58.42665
59.38,0.04550011,0.02168479,-58.742
59.4,0.05201154,0.02908838,-59.13846
59.42,0.05850965,0.03643205,-59.61497
59.44,0.06494118,0.04377571,-60.1706
59.46,0.07131946,0.05107277,-60.80409
59.48,0.07768441,0.05832989,-61.51398
59.5,0.08398279,0.06548048,-62.299
59.52,0.09025453,0.07255783,-63.15692
59.54,0.0964597,0.07958857,-64.08598
59.56,0.1025983,0.08654608,-65.08411
59.58,0.1086437,0.09341038,-66.1489
59.6,0.1146491,0.1001881,-67.27773
59.62,0.120548,0.1068727,-68.46794
59.64,0.1263803,0.1134307,-69.71652
59.66,0.1320928,0.1198955,-71.0202
59.68,0.1376988,0.1262338,-72.37557
59.7,0.1432248,0.132419,-73.77897
59.72,0.148631,0.1384844,-75.22655
59.74,0.1538908,0.1444232,-76.71435
59.76,0.1590706,0.1501823,-78.23805
59.78,0.1640907,0.1558149,-79.79335
59.8,0.1689243,0.1612877,-81.37564
59.82,0.1736514,0.1665741,-82.97993
59.84,0.1782054,0.1716674,-84.60146
59.86,0.182613,0.1765609,-86.23499
59.88,0.186874,0.1812747,-87.87535
59.9,0.1909087,0.1857821,-89.5174
59.92,0.1947703,0.1900565,-91.15552
59.94,0.1984321,0.1941112,-92.78422
59.96,0.2018543,0.1979395,-94.39801
59.98,0.2051034,0.2015214,-95.99121
60.02,0.2109091,0.2079796,-99.09443
60.04,0.213479,0.2108158,-100.5938
60.06,0.2158093,0.2133658,-102.0514
60.08,0.2178865,0.2156561,-103.462
60.1,0.2197374,0.2176602,-104.8209
60.12,0.2213087,0.2193779,-106.1236
60.14,0.2226403,0.2208094,-107.3656
60.16,0.2236922,0.2219612,-108.5431
60.18,0.2244912,0.2228001,-109.6522
60.2,0.2249839,0.2233327,-110.6898
60.22,0.2251969,0.2235524,-111.6529
60.24,0.2251437,0.2234725,-112.5388
60.26,0.2248107,0.2230797,-113.3457
60.28,0.2242115,0.2223873,-114.0719
60.3,0.2233061,0.2213553,-114.7164
60.32,0.2221076,0.2200104,-115.2784
60.34,0.2206429,0.2183393,-115.758
60.36,0.2188985,0.2163419,-116.1553
60.38,0.2168479,0.2140383,-116.4713
60.4,0.2145176,0.2114417,-116.7073
60.42,0.2118944,0.2085588,-116.8651
60.44,0.2090315,0.2053497,-116.947
60.46,0.2059023,0.201861,-116.9559
60.48,0.2024935,0.1980726,-116.8947
60.5,0.1988316,0.1939847,-116.7668
60.52,0.1949168,0.1896038,-116.5763
60.54,0.1907622,0.1849699,-116.3274
60.56,0.1863414,0.1800696,-116.0243
60.58,0.1817075,0.1748831,-115.6721
60.6,0.1768339,0.1694636,-115.2753
60.62,0.1717339,0.163811,-114.8394
60.64,0.1664343,0.1579122,-114.3694
60.66,0.1609215,0.1517869,-113.8705
60.68,0.155249,0.1454352,-113.3484
60.7,0.1493368,0.1388839,-112.8082
60.72,0.1432781,0.1321594,-112.2556
60.74,0.1370463,0.1251819,-111.6955
60.76,0.1306547,0.1180446,-111.1336
60.78,0.1241033,0.1107409,-110.5747
60.8,0.1174321,0.1033173,-110.0239
60.82,0.1106144,0.09572733,-109.4858
60.84,0.1037035,0.08799085,-108.9651
60.86,0.09664612,0.08014784,-108.466
60.88,0.08949553,0.07220496,-107.9927
60.9,0.0822251,0.06410229,-107.5488
60.92,0.07491472,0.05592639,-107.1382
60.94,0.06751113,0.04772385,-106.7637
60.96,0.0600676,0.0394281,-106.4284
60.98,0.0525708,0.03105912,-106.1347
61.02,0.03741742,0.01414804,-105.6805
61.04,0.02981409,0.005699165,-105.5235
61.06,0.02218413,-0.002809635,-105.4148
61.08,0.01456749,-0.01133175,-105.3552
61.1,0.006950851,-0.01982724,-105.3452
61.12,-0.0006524745,-0.02829609,-105.3845
61.14,-0.008229168,-0.03676494,-105.4731
61.16,-0.01579255,-0.04518053,-105.6102
61.18,-0.02326271,-0.0535828,-105.7949
61.2,-0.03070625,-0.0619185,-106.0255
61.22,-0.03812315,-0.07014766,-106.3005
61.24,-0.04542021,-0.07831026,-106.6177
61.26,-0.05267733,-0.08637963,-106.9746
61.28,-0.0598146,-0.09434915,-107.3686
61.3,-0.06684535,-0.1022188,-107.7965
61.32,-0.07378288,-0.109942,-108.255
61.34,-0.08058726,-0.1175852,-108.7404
61.36,-0.08725848,-0.1250354,-109.249
61.38,-0.09379654,-0.1323258,-109.7764
61.4,-0.1002014,-0.1394897,-110.3184
61.42,-0.1064332,-0.1464406,-110.8704
61.44,-0.1125186,-0.1532316,-111.4276
61.46,-0.1184175,-0.1598496,-111.9852
61.48,-0.1241433,-0.1662612,-112.5385
61.5,-0.1296693,-0.1724197,-113.082
61.52,-0.1349823,-0.1783852,-113.6109
61.54,-0.1400956,-0.1841443,-114.1199
61.56,-0.1449825,-0.1896437,-114.6039
61.58,-0.149683,-0.1948968,-115.0578
61.6,-0.1541438,-0.1998836,-115.477
61.62,-0.1583382,-0.204624,-115.8561
61.64,-0.162293,-0.2090715,-116.191
61.66,-0.1660082,-0.2132526,-116.4769
61.68,-0.1694969,-0.2171808,-116.7097
61.7,-0.1727193,-0.2208027,-116.8853
61.72,-0.1756887,-0.2241117,-117.0003
61.74,-0.1783785,-0.227141,-117.0512
61.76,-0.1808153,-0.2298774,-117.0352
61.78,-0.1829725,-0.2323342,-116.9496
61.8,-0.18485,-0.2344647,-116.7922
61.82,-0.1864346,-0.2362823,-116.5614
61.84,-0.1877662,-0.237807,-116.2558
61.86,-0.1888048,-0.2389987,-115.8746
61.88,-0.1895771,-0.2399175,-115.4174
61.9,-0.1900831,-0.2404901,-114.8842
61.92,-0.1903095,-0.2407631,-114.2756
61.94,-0.1902296,-0.2407165,-113.5925
61.96,-0.1898967,-0.2403836,-112.8365
61.98,-0.1892975,-0.2397644,-112.0093
62.02,-0.1873001,-0.2376139,-110.1509
62.04,-0.1859419,-0.2360959,-109.1254
62.06,-0.1843174,-0.234285,-108.0398
62.08,-0.1824532,-0.2322143,-106.8981
62.1,-0.1803226,-0.2298841,-105.7041
62.12,-0.1779657,-0.2272609,-104.462
62.14,-0.1753692,-0.224398,-103.1764
62.16,-0.1725729,-0.2212488,-101.8518
62.18,-0.1695368,-0.2178732,-100.4932
62.2,-0.1663144,-0.2142513,-99.10526
62.22,-0.1628789,-0.2103897,-97.69314
62.24,-0.1592704,-0.2063151,-96.26196
62.26,-0.155462,-0.2020008,-94.81665
62.28,-0.1514673,-0.1975,-93.36247
62.3,-0.1473128,-0.1927596,-91.9045
62.32,-0.1429984,-0.1878594,-90.44788
62.34,-0.138511,-0.1827528,-88.9974
62.36,-0.1338904,-0.1774797,-87.55811
62.38,-0.1291101,-0.1720269,-86.13467
62.4,-0.1242098,-0.1664409,-84.73186
62.42,-0.1191765,-0.1606752,-83.35397
62.44,-0.1140632,-0.1547829,-82.00547
62.46,-0.1087635,-0.1487242,-80.69025
62.48,-0.1033972,-0.142539,-79.4128
62.5,-0.09792444,-0.136254,-78.1767
62.52,-0.09238506,-0.1298557,-76.98551
62.54,-0.08673916,-0.1233443,-75.84249
62.56,-0.08101337,-0.1167264,-74.75095
62.58,-0.07522099,-0.1100085,-73.71398
62.6,-0.06937535,-0.1032108,-72.73434
62.62,-0.06342319,-0.09635317,-71.81454
62.64,-0.05747102,-0.08941564,-70.95709
62.66,-0.05142564,-0.08242484,-70.16397
62.68,-0.04536695,-0.07535414,-69.43729
62.7,-0.03924168,-0.0682435,-68.77882
62.72,-0.03307646,-0.06108626,-68.19024
62.74,-0.02693788,-0.05390238,-67.673
62.76,-0.02073271,-0.04665858,-67.22794
62.78,-0.01450091,-0.03943476,-66.85646
62.8,-0.008269115,-0.03216433,-66.55917
62.82,-0.002010687,-0.02486727,-66.33688
62.84,0.004234426,-0.01759684,-66.19016
62.86,0.01047954,-0.01029978,-66.11906
62.88,0.01675128,-0.003009372,-66.12381
62.9,0.02296977,0.004281032,-66.20454
62.92,0.02917493,0.01157809,-66.36083
62.94,0.0353801,0.01880192,-66.59241
62.96,0.04157194,0.02601909,-66.89848
62.98,0.04771053,0.03322294,-67.27848
63.02,0.05990781,0.04745087,-68.25622
63.04,0.06592656,0.05450159,-68.85138
63.06,0.07191867,0.06147242,-69.51549
63.08,0.0778442,0.06840996,-70.24683
63.1,0.08372979,0.07524762,-71.04366
63.12,0.08956211,0.08203202,-71.90388
63.14,0.09531454,0.08870324,-72.82543
63.16,0.1010004,0.09528791,-73.80561
63.18,0.1066063,0.1017527,-74.84195
63.2,0.1121191,0.1081177,-75.93143
63.22,0.1175519,0.1143628,-77.07111
63.24,0.1228516,0.120508,-78.2577
63.26,0.1280714,0.1264935,-79.4878
63.28,0.1331714,0.1323791,-80.75777
63.3,0.1381515,0.1380916,-82.06399
63.32,0.1429984,0.1436775,-83.40235
63.34,0.1477389,0.1491171,-84.76882
63.36,0.1522929,0.1543835,-86.15932
63.38,0.156727,0.1594834,-87.56918
63.4,0.1610014,0.1643836,-88.99402
63.42,0.1651426,0.1691041,-90.42909
63.44,0.1691107,0.1736315,-91.86981
63.46,0.1729057,0.1779458,-93.31133
63.48,0.1765143,0.1820737,-94.74879
63.5,0.1799232,0.1859619,-96.17727
63.52,0.1831589,0.1896304,-97.59181
63.54,0.1861949,0.1930592,-98.98758
63.56,0.1890179,0.1962683,-100.3597
63.58,0.1916278,0.1991911,-101.7035
63.6,0.193998,0.2018876,-103.0141
63.62,0.1961685,0.2043177,-104.287
63.64,0.1981259,0.2064616,-105.5179
63.66,0.1998303,0.2083391,-106.7026
63.68,0.201295,0.2099836,-107.8371
63.7,0.2025068,0.2113352,-108.9178
63.72,0.2034788,0.2123938,-109.9413
63.74,0.2042245,0.2131661,-110.9043
63.76,0.2046906,0.2136588,-111.8042
63.78,0.204877,0.2138785,-112.6385
63.8,0.204837,0.2137586,-113.4051
63.82,0.2045308,0.2133259,-114.1022
63.84,0.2039715,0.2126002,-114.7287
63.86,0.2031459,0.2115948,-115.2836
63.88,0.2020274,0.2102699,-115.7666
63.9,0.2006825,0.2086787,-116.1775
63.92,0.199058,0.2067811,-116.5168
63.94,0.1971671,0.204604,-116.7855
63.96,0.1950233,0.2021273,-116.9846
63.98,0.1926131,0.1993642,-117.1159
64.02,0.1870604,0.1929594,-117.1833
64.04,0.1839179,0.1893641,-117.1248
64.06,0.1805224,0.1855158,-117.0085
64.08,0.1769271,0.1813946,-116.8381
64.1,0.1730922,0.1770004,-116.6171
64.12,0.1690175,0.1723531,-116.3495
64.14,0.1647298,0.1674329,-116.0392
64.16,0.1602158,0.162293,-115.6907
64.18,0.1555153,0.1569401,-115.3085
64.2,0.1506284,0.1513475,-114.8969
64.22,0.1455285,0.1455551,-114.4606
64.24,0.1402554,0.1395496,-114.0044
64.26,0.1348225,0.1333378,-113.5329
64.28,0.1292166,0.1269263,-113.0508
64.3,0.1234642,0.1203549,-112.5628
64.32,0.1175519,0.1136238,-112.0732
64.34,0.1115199,0.1067395,-111.5867
64.36,0.1053547,0.09966881,-111.1074
64.38,0.0990696,0.09249159,-110.6395
64.4,0.09265138,0.08518787,-110.187
64.42,0.08615327,0.07775765,-109.7537
64.43999,0.07953531,0.07023422,-109.343
64.46,0.07283746,0.0625976,-108.9584
64.48,0.06607303,0.05487444,-108.6028
64.5,0.05925534,0.04705806,-108.2792
64.52,0.05235775,0.03918176,-107.9897
64.54,0.04542021,0.03125886,-107.7369
64.56,0.03845605,0.023296,-107.5226
64.58,0.03145193,0.01530652,-107.3482
64.6,0.02443451,0.007283746,-107.2152
64.62,0.01740376,-0.0007456851,-107.1245
64.64,0.01037301,-0.008781774,-107.0766
64.66,0.003342267,-0.01681786,-107.0719
64.68,-0.003688478,-0.02482066,-107.1104
64.7,-0.01067928,-0.03283012,-107.1919
64.72,-0.01765676,-0.04079963,-107.3157
64.74,-0.02458098,-0.04873585,-107.4809
64.76,-0.03143862,-0.05659883,-107.6862
64.78,-0.03825631,-0.06436195,-107.93
64.8,-0.04500743,-0.07208512,-108.2104
64.82,-0.05167864,-0.07973505,-108.5252
64.84,-0.05825665,-0.08723851,-108.8722
64.86,-0.06472813,-0.09465541,-109.2483
64.88,-0.07111972,-0.1019192,-109.6508
64.9,-0.07739147,-0.1091097,-110.0764
64.92,-0.08353005,-0.1161671,-110.5216
64.93999,-0.0895488,-0.1230247,-110.9828
64.96,-0.09543438,-0.1297492,-111.4563
64.98,-0.1011735,-0.1363073,-111.9379
65.02,-0.112199,-0.1488907,-112.9089
65.04,-0.1174454,-0.1549094,-113.39
65.06,-0.1225187,-0.1606952,-113.8621
65.08,-0.1273923,-0.1663011,-114.3207
65.1,-0.1320795,-0.1716873,-114.7614
65.12,-0.1365802,-0.1768406,-115.18
65.14,-0.1408679,-0.1817608,-115.5719
65.16,-0.1449426,-0.1864213,-115.9329
65.18,-0.1488041,-0.1908355,-116.2588
65.2,-0.152466,-0.19499,-116.5456
65.22,-0.1558482,-0.1989315,-116.7896
65.24,-0.1590307,-0.2025867,-116.9868
65.26,-0.1619602,-0.2059755,-117.134
65.28,-0.1646633,-0.2090715,-117.2282
65.3,-0.16714,-0.2118944,-117.2663
65.32,-0.1693238,-0.2144843,-117.246
65.34,-0.1712812,-0.2167414,-117.1648
65.36,-0.1729723,-0.2187188,-117.0211
65.38,-0.1743971,-0.2203899,-116.8133
65.4,-0.1755822,-0.2217947,-116.5402
65.42,-0.176501,-0.2229332,-116.2013
65.43999,-0.1771668,-0.2237322,-115.796
65.46,-0.1776062,-0.2242715,-115.3244
65.48,-0.1777793,-0.2245178,-114.787
65.5,-0.1776728,-0.2244646,-114.1846
65.52,-0.1773266,-0.2241583,-113.5185
65.54,-0.1767407,-0.2235391,-112.7901
65.56,-0.1759018,-0.2226136,-112.0014
65.58,-0.1748232,-0.2214219,-111.1548
65.6,-0.1734916,-0.2199571,-110.2529
65.62,-0.171947,-0.2182328,-109.2986
65.64,-0.1701494,-0.2161954,-108.295
65.66,-0.1681121,-0.2139251,-107.2458
65.68,-0.1658883,-0.2114151,-106.1545
65.7,-0.1634648,-0.208672,-105.025
65.72,-0.1608283,-0.2056693,-103.8613
65.74,-0.1579787,-0.2024136,-102.6675
65.76,-0.1548894,-0.1989381,-101.4481
65.78,-0.1516804,-0.1952297,-100.2076
65.8,-0.1482715,-0.1912949,-98.95036
65.82,-0.1446496,-0.1871803,-97.68092
65.84,-0.1409079,-0.1828726,-96.4039
65.86,-0.136993,-0.1783652,-95.1236
65.88,-0.1329184,-0.1736581,-93.84454
65.9,-0.1286706,-0.1687845,-92.57127
65.92,-0.1242897,-0.1637178,-91.30817
65.93999,-0.1197757,-0.1584847,-90.05965
65.96,-0.1151418,-0.1531118,-88.8299
65.98,-0.110388,-0.1475591,-87.62283
66.02,-0.100521,-0.1360676,-85.29282
66.04,-0.09543438,-0.1301221,-84.17725
66.06,-0.09025453,-0.1240567,-83.09935
66.08,-0.08499479,-0.1178915,-82.06245
66.1,-0.07962852,-0.1116264,-81.06955
66.12,-0.07419567,-0.1052348,-80.1237
66.14,-0.06870956,-0.09875002,-79.22776
66.16,-0.06314355,-0.09219864,-78.38429
66.18,-0.05752428,-0.08556071,-77.59564
66.2,-0.05183843,-0.07887617,-76.86404
66.22,-0.04611264,-0.07211841,-76.19147
66.24,-0.04034689,-0.065334,-75.57977
66.26,-0.03452789,-0.05846971,-75.03043
66.28,-0.02872219,-0.05157878,-74.54514
66.3,-0.02286324,-0.04463458,-74.12486
66.32,-0.01697765,-0.03766376,-73.77089
66.34,-0.01107875,-0.03067296,-73.48418
66.36,-0.005179849,-0.02365553,-73.26533
66.38,0.0007323693,-0.01661147,-73.11496
66.4,0.006657903,-0.009614012,-73.03346
66.42,0.01257012,-0.002616556,-73.02087
66.43999,0.01848234,0.0043809,-73.07712
66.46,0.02436792,0.01135173,-73.20212
66.48,0.03025351,0.01834918,-73.39536
66.5,0.03609915,0.0252734,-73.65667
66.52,0.04193147,0.03219096,-73.98496
66.54,0.04773717,0.0390486,-74.37957
66.56,0.05348959,0.04585298,-74.83936
66.58,0.05918876,0.05260409,-75.36295
66.6,0.06484798,0.05932192,-75.94881
66.62,0.07046725,0.06595985,-76.59555
66.64,0.07600662,0.07251788,-77.30133
66.66,0.08149274,0.07896273,-78.06404
66.68,0.08691227,0.08533435,-78.88136
66.7,0.09226522,0.09160609,-79.75108
66.72,0.09753828,0.0978046,-80.67066
66.74,0.1027048,0.1038966,-81.63754
66.76,0.1078181,0.1098621,-82.64875
66.78,0.1127982,0.1157144,-83.70138
66.8,0.1176851,0.1214601,-84.79205
66.82,0.1224655,0.1270727,-85.91759
66.84,0.1271526,0.1325122,-87.07446
66.86,0.1316667,0.1378585,-88.259
66.88,0.1360609,0.1429851,-89.46738
66.9,0.1403486,0.1479652,-90.69547
66.92,0.1444765,0.1527589,-91.93938
66.93999,0.1484712,0.1573728,-93.19491
66.96,0.1523062,0.161807,-94.45785
66.98,0.155968,0.1660548,-95.72392
67.02,0.1627857,0.1739444,-98.24809
67.04,0.1659416,0.1775663,-99.49741
67.06,0.1688844,0.1809818,-100.7325
67.08,0.1716541,0.1841643,-101.9489
67.1,0.1742373,0.1870937,-103.1424
67.12,0.1765942,0.1897835,-104.309
67.14,0.1787381,0.1922336,-105.4444
67.16,0.1806955,0.194464,-106.5447
67.18,0.1824532,0.1964015,-107.6064
67.2,0.1839312,0.1980992,-108.6259
67.22,0.1852229,0.1995041,-109.5995
67.24,0.1862881,0.2006492,-110.5245
67.26,0.1871137,0.2015347,-111.398
67.28,0.1876863,0.2021805,-112.2173
67.3,0.1880325,0.2025334,-112.9802
67.32,0.1881523,0.2026,-113.6848
67.34,0.1880192,0.2023869,-114.3296
67.36,0.1876597,0.2018876,-114.9131
67.38,0.1870338,0.2011153,-115.4345
67.4,0.1861816,0.2000234,-115.8932
67.42,0.1850764,0.1986851,-116.2891
67.43999,0.1837182,0.1970606,-116.6224
67.46,0.1821203,0.1951631,-116.8933
67.48,0.180296,0.192986,-117.1031
67.5,0.1782054,0.1905092,-117.253
67.52,0.1759018,0.1877862,-117.3444
67.54,0.1733585,0.1847968,-117.3794
67.56,0.1705888,0.1815277,-117.3602
67.58,0.1675927,0.178019,-117.2892
67.6,0.1643703,0.1742373,-117.1694
67.62,0.1609481,0.1702492,-117.0038
67.64,0.1572863,0.1660281,-116.7956
67.66,0.1534247,0.1615274,-116.5482
67.68,0.1493634,0.1568336,-116.2653
67.7,0.145129,0.1519134,-115.9508
67.72,0.1406948,0.1467735,-115.6086
67.74,0.1361142,0.1414338,-115.2424
67.76,0.1313338,0.1358878,-114.8564
67.78,0.1264203,0.130182,-114.4548
67.8,0.1213203,0.1242831,-114.0413
67.82,0.1160739,0.1182177,-113.6203
67.84,0.1106943,0.111946,-113.1956
67.86,0.1051949,0.1055477,-112.7712
67.88,0.09956228,0.09900968,-112.3508
67.9,0.09378322,0.09231848,-111.9381
67.92,0.08792426,0.08553408,-111.5368
67.93999,0.08195879,0.07858989,-111.1501
67.96,0.07588678,0.07155914,-110.7815
67.98,0.06973488,0.06442187,-110.4337
68.02,0.0572047,0.04988101,-109.8118
68.04,0.05086638,0.04251737,-109.5428
68.06,0.04448811,0.03509381,-109.3044
68.08,0.03801662,0.02760367,-109.0985
68.1,0.03154514,0.02010687,-108.9268
68.12,0.02504703,0.01255681,-108.7904
68.14,0.01854892,0.005000085,-108.6904
68.16,0.01201086,-0.002563293,-108.6274
68.18,0.005486112,-0.01012001,-108.6021
68.2,-0.001025317,-0.01768339,-108.6144
68.22,-0.007510114,-0.02522679,-108.6642
68.24,-0.0139816,-0.03274357,-108.7514
68.26,-0.02039981,-0.04022705,-108.8749
68.28,-0.02681803,-0.04763064,-109.034
68.3,-0.03315636,-0.0550076,-109.2274
68.32,-0.03945473,-0.06233129,-109.4537
68.34,-0.04564658,-0.06956177,-109.711
68.36,-0.05177185,-0.07669239,-109.9974
68.38,-0.05781723,-0.0837431,-110.3106
68.4,-0.06376939,-0.09069396,-110.648
68.42,-0.06962835,-0.0975183,-111.0071
68.43999,-0.07539409,-0.1042095,-111.385
68.46,-0.08102668,-0.1107875,-111.7785
68.48,-0.08653942,-0.1171991,-112.1844
68.5,-0.09194564,-0.1234775,-112.5992
68.52,-0.09719207,-0.1295761,-113.0196
68.54,-0.1023053,-0.1355283,-113.4418
68.56,-0.1072588,-0.1412874,-113.8621
68.58,-0.1120392,-0.1468667,-114.2766
68.6,-0.1166598,-0.1522463,-114.6814
68.62,-0.1211073,-0.1574461,-115.0728
68.64,-0.1253683,-0.1624262,-115.4469
68.66,-0.1294163,-0.1671733,-115.7998
68.68,-0.1333179,-0.171714,-116.1277
68.7,-0.136993,-0.1760216,-116.427
68.72,-0.1404684,-0.180083,-116.6942
68.74,-0.1437308,-0.1839046,-116.9257
68.76,-0.1468068,-0.1874732,-117.1181
68.78,-0.1496164,-0.1908155,-117.2688
68.8,-0.1522396,-0.1938981,-117.3746
68.82,-0.1546231,-0.1967011,-117.4329
68.84,-0.1567936,-0.1992444,-117.4414
68.86,-0.1587244,-0.2015081,-117.398
68.88,-0.1604022,-0.2035254,-117.3008
68.9,-0.1618669,-0.2052432,-117.1485
68.92,-0.163092,-0.2067079,-116.9398
68.93999,-0.164064,-0.207893,-116.6738
68.96,-0.1648097,-0.2088185,-116.3501
68.98,-0.1653157,-0.2094576,-115.9685
69.02,-0.1655954,-0.209957,-115.0327
69.04,-0.1654089,-0.2097705,-114.4798
69.06,-0.1649695,-0.2092978,-113.8716
69.08,-0.1643037,-0.2085655,-113.2097
69.1,-0.1634116,-0.2075734,-112.4959
69.12,-0.1622797,-0.2063417,-111.7324
69.14,-0.1609348,-0.204837,-110.9213
69.16,-0.1593769,-0.203066,-110.0653
69.18,-0.1576059,-0.201062,-109.1674
69.2,-0.1556085,-0.1987983,-108.2307
69.22,-0.1534247,-0.1962949,-107.2584
69.24,-0.1510412,-0.1935852,-106.2539
69.26,-0.1484579,-0.1906158,-105.2208
69.28,-0.1457016,-0.1874599,-104.163
69.3,-0.1427454,-0.1840511,-103.0841
69.32,-0.1396295,-0.1804225,-101.9882
69.34,-0.1363272,-0.1766142,-100.8793
69.36,-0.1328651,-0.1726061,-99.76136
69.38,-0.1292565,-0.1683983,-98.6384
69.4,-0.1254882,-0.1639975,-97.51437
69.42,-0.1215733,-0.1594168,-96.39346
69.43999,-0.117512,-0.1546831,-95.27956
69.46,-0.1133441,-0.1497762,-94.17659
69.48,-0.1090298,-0.1447228,-93.08829
69.5,-0.1045957,-0.1395164,-92.01839
69.52,-0.1000683,-0.1341701,-90.97061
69.54,-0.09540775,-0.1286706,-89.94832
69.56,-0.09064069,-0.1230713,-88.95515
69.58,-0.08578042,-0.1173655,-87.99419
69.6,-0.08085357,-0.1115199,-87.0685
69.62,-0.0758202,-0.1055677,-86.18108
69.64,-0.07072025,-0.09953565,-85.33483
69.66,-0.06555371,-0.09341704,-84.53223
69.68,-0.0603206,-0.08719856,-83.77571
69.7,-0.05503423,-0.08090684,-83.06763
69.72,-0.04968127,-0.07453523,-82.41009
69.74,-0.04428837,-0.06811701,-81.80511
69.76,-0.03885552,-0.06165218,-81.25431
69.78,-0.03335609,-0.0551341,-80.75931
69.8,-0.02784335,-0.04856275,-80.32161
69.82,-0.02230398,-0.04193813,-79.9424
69.84,-0.01675128,-0.03528688,-79.62285
69.86,-0.01118528,-0.02861567,-79.36375
69.88,-0.005605954,-0.02193113,-79.16579
69.92,0.005605954,-0.008548748,-78.95527
69.93999,0.01119859,-0.001850897,-78.94326
69.96,0.01680455,0.004840295,-78.99343
69.98,0.02237055,0.01151151,-79.10577
70.02,0.03346262,0.02480069,-79.51492
70.04,0.03897537,0.03139201,-79.81061
70.06,0.04446148,0.03793673,-80.16589
70.08,0.04988101,0.04441487,-80.57981
70.1,0.05527391,0.05083975,-81.05083
70.12,0.06060023,0.05723133,-81.57765
70.14,0.06588661,0.06353637,-82.15878
70.16,0.07111972,0.06978148,-82.79239
70.18,0.07628626,0.07590675,-83.47675
70.2,0.08138621,0.08198542,-84.20953
70.22,0.08641958,0.08798419,-84.98869
70.24,0.09134643,0.09386978,-85.81193
70.26,0.09622002,0.09962886,-86.67653
70.28,0.1009871,0.1052614,-87.5798
70.3,0.1056343,0.1108008,-88.51876
70.32,0.1102149,0.1161937,-89.49043
70.34,0.1146757,0.1214734,-90.49174
70.36,0.1190167,0.1265734,-91.51945
70.38,0.1232511,0.1315602,-92.56998
70.4,0.1273391,0.1363539,-93.64008
70.42,0.1312938,0.1409878,-94.72582
70.43999,0.1351288,0.1455018,-95.82359
70.46,0.1388173,0.1498095,-96.92985
70.48,0.1423593,0.1539107,-98.04072
70.5,0.1457415,0.1578256,-99.15221
70.52,0.1489639,0.1615673,-100.2604
70.54,0.1520132,0.165096,-101.3617
70.56,0.1548761,0.1684316,-102.4519
70.58,0.1575393,0.1715409,-103.5274
70.6,0.160056,0.1744371,-104.5842
70.62,0.1623729,0.1771002,-105.6187
70.64,0.1645168,0.1795304,-106.6274
70.66,0.1664476,0.1817408,-107.6067
70.68,0.1681653,0.1836782,-108.5534
70.7,0.1696833,0.1854026,-109.4641
70.72,0.1710016,0.1868873,-110.336
70.74,0.1720935,0.1880991,-111.1663
70.76,0.172959,0.1890578,-111.9524
70.78,0.1736248,0.1897569,-112.6919
70.8,0.1740509,0.1902096,-113.3829
70.82,0.174264,0.1903894,-114.0234
70.84,0.1742506,0.1903561,-114.6121
70.86,0.1740109,0.1900166,-115.1478
70.88,0.1735316,0.1894107,-115.6296
70.9,0.1728525,0.1885385,-116.0566
70.92,0.1719071,0.18742,-116.4288
70.93999,0.1707619,0.1860351,-116.7463
70.96,0.1693904,0.1843707,-117.0093
70.98,0.1678058,0.1824532,-117.2185
71.02,0.1639309,0.1778392,-117.4796
71.04,0.1616805,0.1751694,-117.5343
71.06,0.1591905,0.1722466,-117.541
71.08,0.156514,0.1690575,-117.5015
71.1,0.1536245,0.1656686,-117.4183
71.12,0.1505485,0.1620667,-117.2938
71.14,0.1472728,0.1581984,-117.1309
71.16,0.1437841,0.1541038,-116.9324
71.18,0.1401355,0.1497829,-116.7015
71.2,0.1363006,0.1452621,-116.4413
71.22,0.1322792,0.1404951,-116.1551
